text,label
"@_Elegant_P @hani9707 @anooodh333 مو كل البيوت عندهم شوارب يودونهم ويجيبونهم 😏 Feb 23, 2017 ",Neutral
"@3ziz724 @KSA24 حق الناس الي مايستغنون عن السائقين لكن بدال مايجيبون سائق ذكر يستقدمون دريولية امرأة Feb 21, 2017 ",Neutral
"@SerajAlghamdi الاصل زوجة واحدة حتى بالقرآن الله عز و جل لانه عالم بخلقه امرهم بالعدل بين النساء ثم قال ""و لن تعدلوا "" ☺️ Feb 21, 2017 ",Neutral
"@ashwaqqul شوي Feb 09, 2017 ",Neutral
"@hilalydeath @lAfnanl @Salmaan_Alyahya @abdalelh_98 @dubayan تفضل الرابط ☺️ https://t.co/reOC5ZYv30 Sep 08, 2016 ",Neutral
"@arabqoute اي عادي Feb 20, 2017 ",Neutral
"@salehfaraj217 @no098s انت موجود تودي اهلك وتجيبهم حس بالي ماعندهم احد يوديهم ويجيبهم 😒 #قيادة_المرأة_للسيارة Feb 20, 2017 ",Neutral
"@hafamtt11 @wahagsm انت شفت الصحابة 🤔 Nov 25, 2016 ",Neutral
"#زلزال_اليابان اللهم سلّم سلّم 🙏🏻 Nov 22, 2016 ",Neutral
"@nadiahnadoshah @nooly1989 @_Areej_ @Ahmadooovich لا مو طبيعي النازية هي حالة مختصة بزمن معين ولها ظروفها و اسبابها و انتهت 🙂 Feb 03, 2017 ",Neutral
"@i3lxil @adolee7 @ohg_01 @moka_1_ @777_7amed @htksa @KingSalman روحي له https://t.co/COZEcAXWjd Mar 17, 2017 ",Neutral
"@L1Noo11 @SULTANALFAISAL2 مدري بس على حسب قرائتي لموضوع تم مناقشته بهالخصوص ان الثقافة والدين النجدي هي السبب 😑 Mar 17, 2017 ",Neutral
"@ta2amolat @ToDrive0 بالضبط يثقون بالهندي ومايثقون بتربية نسائهم Mar 17, 2017 ",Neutral
"@nadiahnadoshah @nooly1989 @_Areej_ @Ahmadooovich تعتبر عندهم من النوادر لكن بجزيرة العرب لا مستحيل وشوفي حديث ﷺ https://t.co/AosRxKrIhL Feb 03, 2017 ",Neutral
"@hnhn1433 عمر بن الخطاب ولى الشفاء لامر السوق 🙂 Feb 20, 2017 ",Neutral
"@freeme90 @InfidelsQuotes انتي شلي بتخسرينه اذا آمنتي بوجود خالق 🤔 Nov 17, 2016 ",Neutral
"@Reemalmehaid @alnajlaala1 الموضوع عن تصريح السفر و ليس الجواز ! Feb 20, 2017 ",Neutral
"@_Chey5 @jtbdjdnve @t_donkeys ماقلتي الا الصح ياوخيتي 🌹 Mar 15, 2017 ",Neutral
"@nina_noun @shorta_mashaher الله يرحمه ماعرفت اسمه Mar 13, 2017 ",Neutral
"@2014Bedo0o ابد والله مشغولة جداً هالفترة 😅 Mar 14, 2017 ",Neutral
"@ekb_9 @elbessan @hnhn1433 @KSANews9 @agrni صدقت 👌🏻 Feb 20, 2017 ",Neutral
"سقى الله زمان راح ولا ظنتي بيعود Jul 20, 2017 
",sadness
"@hukusfof اسأل الله العظيم رب العرش العظيم ان يشفيه ويعافيه وييسر امره وتوصل شكوته 😞 May 24, 2017 
",sadness
يارب اجبر كسر قلبي,sadness
احس حبكي من الصداع,sadness
الوضع ما يضحك الحين قلبي منجد يعورني مرا,sadness
العمر ثقيل يا اخوان,sadness
"@nytimesworldالمرأة السعودية تقع رهينة تحت وصاية الذكور فالمسئلة حظ ان كان الوصي متفهم فهي سعيدة واذا كان مُتعنت استغل قانون الوصاية لمصلحته Oct 23, 2016 ",sadness
"@L1Noo11 @mmimma55 دخلت حساب واس الرسمي لوكالة الانباء السعودية ماجابوا طاري قرارات ملكية كله اخبار من الواتساب 😦‼️ Apr 18, 2017 ",sadness
"@iM4NB_ @t_donkeys هذيلا الاباء الحنونين الي يفرحون لفرح ابنائهم بالمقابل فيه اباء قلوبهم سوداء يتمنون الشر لابنائهم وينتقمون من خلالهم 💦 Mar 06, 2017 ",sadness
"#الموسيقي_ياني_في_بلاد_الحرمين #قيادة_المرأه_للسياره من الصعب جدا ان تتعايش مع أشخاص لديهم مشكلة مع الموسيقى و ليس مع الظلم العدالة Mar 06, 2017 ",sadness
"#اشياء_حلال_حرمها_البشر بعض الامور التي كانت من المحرمات واصبحت من المسلمات ولا زال امامنا الطريق طويل 😩 https://t.co/YaskGDpDJz Jan 30, 2017 ",sadness
"@AbuElbanaat @KSANews9 تقية للصحف الغربية فقط للأسف 😒 Jan 30, 2017 ",sadness
"@Official3ziz لازم تذكرنا بالبقرة الحلوب و عين عذاري😒 Jan 29, 2017 ",sadness
"@L1Noo11 اي والله الله يرحمه من بعده وحال الضعوف لاتسر Feb 07, 2017 ",sadness
"@QILbfrs9HhheA4O @EasternJobs الله يكون بعونه واغلب شروط الوظائف العمر لايزيد عن 28 سنة ! Feb 26, 2017 ",sadness
"@zahrani_023 @L1Noo11 انا يكسر خاطري اخوي يضطر يتسحب من دوامه واذا اكتشفوا خصموا من راتبه عشان يوديني مشاويري #قياده_المراه_اصبحت_قريبه Feb 20, 2017 ",sadness
"#ترامب_رييسا_لامريكا شييت كان متوقع ان هالمعتوه بيفوز في ضل الحالة الاقتصادية المنهارة لامريكا الزبدة فلوسنا طارت وضاعت فلوسك ياصابر 😫 Nov 09, 2016 ",sadness
"#StopInterventionInSaudiWomen ماتفيق الا ذاقت الظلم بسبب نظام الوصاية خصوصا في حالات طلاق الوالدين الاب يتعنت انتقا… https://t.co/H88AiNNoCa Feb 02, 2017 ",sadness
"@CelebsArabic تكسر الخاطر احس هي الوحيدة الي تأثرت بوفاته 😢 Mar 09, 2017 ",sadness
حبكي لو م حضرت بكرا😢😢😢😢,sadness
"@Al3ed_ الله يسمع منك معاناتي بسبب السيارة 😫 Feb 01, 2017 ",sadness
"#شي_يقتل_انوثه_البنت الي يقول اذا فقدت الحياء غلطانين لانه مطلوب من الجنسين ﷺ كان اشد حياء من العذراء في خدرها لكن… https://t.co/Kd0IC8cBWQ Sep 29, 2016 ",sadness
"@afaaaaf111 يحزن😔 Nov 03, 2017 ",sadness
"أشكر بعمق كل من تسببوا لي بالأذى في ٢٠١٦ و كل من رسم على وجهي الحزن و زرع في صدري غصة عميق 🌷 Dec 31, 2016 ",sadness
"شعور حزن عميق ورتيب : ( May 16, 2017 ",sadness
"حزينة وأعرف جيدا سبب حزني وأتقبله وأتقبل حزني وليس لدي اي رغبة في الفرح، اريد البقاء حزينة لان هذا ما تريده نفسي الان Apr 05, 2017 ",sadness
"@shkhvaz حزنت من فعلهم ياشيخ 💔 May 07, 2017 ",sadness
"امر محزن صور وانا أبوس وتلاقيهم مع آبائهم عكس هذا زمن صور وانشر النفاق !! https://t.co/A5U4ePz55g Apr 20, 2017 ",sadness
"#تساولات_ممكنه لماذا قطط وكلاب وطني تعيسة وجائعة مريضة ومنهكة مهانة ولايحزن احد حينما تدهس أليست ببلد الاسلام لما لاتشعر بالسلام Sep 06, 2016 ",sadness
"أغوص في محادثاتنا الصغيرة كلما شعرت بالحزن ، أبحث عن نفسي وابتساماتي فيها ، أعوض فقدك بها . Aug 19, 2017 ",sadness
"قاعدة اشوف Lion يا الله يحزن مره مره مره وشذا ذا وانا توني في اول ربع ساعه Feb 08, 2017 ",sadness
"امر محزن ان يقول ابن القيم ( كلما كان العبد بالله اعلم كان له اخوف ) ويقول محمد سال لا يجب ان نخاف من الله .. Apr 15, 2017 ",sadness
"البنت تحزن رفضت تتصور معه حسبي الله على اهلها شكلها يحزن 😢💔 https://t.co/Ny6n8I4sCn Jan 09, 2017 ",sadness
"@hadeelalamri1 يعني كلهم ميتين مره يحزن Jan 23, 2017 ",sadness
"الوضع كله محزن ... مجرد التفكير ان هناك من يستجدي العلاج هذي بحد ذاتها كارثة https://t.co/yWQmHJkLVM Aug 08, 2016 ",sadness
"المشكله غيابها عني يأثر على مزاجيتي اتعب انقهر ابكي تقلي انتي زي البزر لازم تتعلمي تعيشي وتعتمدي ع روحك ايش دخل !!! Oct 08, 2017 ",sadness
"فيلم يقهر بمعنى الكلمه بتابعه للمره الثانيه😞💔 Jan 07, 2017 ",sadness
"@sana14141 @3abth_x واللي يتنهد من البكاء Apr 09, 2017 ",sadness
"@t1t1net @wadhaef ياعمررررررررررررري💔 ينرحم قسم ليتهم عطوه ماء حرام Jul 18, 2016 ",sadness
"@H57ll اانننننن تغبن الصوره💔💔 May 24, 2017 ",sadness
"يارب شايله هم بذا الاختبار الله يوفقني ويوفقكم💔 Jan 03, 2017 ",sadness
"هانا مسكينه اكثر انسانه تعذبت من A.D 💔 #PLLEndGame https://t.co/ZOx4gXdFsN Apr 27, 2017 ",sadness
"وش فيها الدنيا مزاعلتني اليوم ! حتى المطعم مطنشيني💔 May 04, 2017 ",sadness
"💔ياحسرتي يا وقودي https://t.co/6VsAtoRdWH Nov 29, 2016 ",sadness
"@jobea1234 واجب كل مسلم هالشيء الله يصلح اللي يشاركون بالهاشتاق ولا يحسبون حساب 💔 Sep 23, 2016 ",sadness
"ففقييييييييدددده 💔💔💔💔 https://t.co/DkZwkuWwBW Feb 27, 2016 ",sadness
"#الاعلامي_المميز_هو سليمان العيسى ماجد الشبل راحوا الطيبيين 💔😿 Apr 26, 2017 ",sadness
"النفسيه محتاجه تذكره وعالمطار  جبتها عالجرح وكأنك مادريت ؟💔 @BalqeesFathi Apr 13, 2017 ",sadness
"هاليومين ماش مليئه بضيقة الصدر 😢💔 Aug 09, 2015 ",sadness
"حسبي الله عليه💔 https://t.co/K7LUgF7j7i May 02, 2017 ",sadness
"@7amad8686 اوف جدا ياحمد .. خنقعتني العبره يوم قال حمص صار للعيال حادث 💔🙁 Nov 23, 2016 ",sadness
"طال انتظاري 💔 https://t.co/abQqIyYznD Mar 18, 2017 ",sadness
"غايبة ع اساس افضى واذاكر، ومو قادره اقوم من فراشي من التعب💔 Apr 17, 2017 ",sadness
"@noufa821 لي ٤ شهور بدون راتب زين اني باقي ما انتحرت💔 Oct 25, 2017 ",sadness
"وبدون أوف بعد الله يعين💔 Feb 12, 2017 ",sadness
"@Abokr10 😂😂💔💔 ياخي صح فيه تبلد لكن اعوذ بالله تجيك ضيقة تكتم 😪 .. والمشكلة البرشا ولا الاتحاد كلهم سيئين الموسم دا… https://t.co/pUlGwT7IpB Oct 21, 2017 ",sadness
"ضيقة واعوذ بالله من الضيقة Aug 31, 2017 ",sadness
"ما فائدة ان تكون الحياة جميلة وممتعة إذا كان هناك مئات القيود التي تمنعنا من الوصول الى متعها؟ ألاجل ان ننظر لهذه المتع بحسرة ونحن مقيدين؟ Mar 10, 2017 ",sadness
"#كلمه_وقولها الحب كالذنب لا يعقب إلا حسرة وندامه May 03, 2017 ",sadness
"@a1h2d3m يجيب لي هدية هههههههه ضحكتني والله، وصدقا انا ما ابي شيء ولا ابي صور تزيدني حسرة May 15, 2017 ",sadness
"@Noudi_AlSadhan بكاء مرير و عويل شديد May 21, 2017 ",sadness
"بكاء طفلة كوردية بعد إعدام والدها من قبل إيران المجوسية #إيران https://t.co/M4Fey9tCTA Aug 10, 2016 ",sadness
"@5weld_s لو تعرفه شخصيا ما راح توقف بكاء على وفاته، قلبه ابيض طيب ، الله يصبر زوجته وابناءه Nov 17, 2016 ",sadness
"في وسط حماسه بالحديث عن فوائد النوم تذكر بأنه لا يأتي عندما يرغب به، فتوقف عن الحديث وهو مجهش بالبكاء. Dec 22, 2015 ",sadness
"اعوذ بالله من قبضة القلب وضيق النفس و بكاء الروح. Oct 28, 2017 ",sadness
"اود فقط التوقف عن محاولاتي الفاشلة في شرحها والصراخ، ولا بأس بالبكاء ولعن الأبجدية Feb 10, 2017 ",sadness
"أحاول جاهدة أن ابتسم ، لكن يتملكني البكاء ☕ Jan 15, 2017 ",sadness
"بكاء وعويل يخيم على شوارع المدينة بسبب فقدان بناتها فرصة الزواج من براد بت الغربية https://t.co/bYHtXQkD6o Oct 14, 2016 ",sadness
"بس الحلقه عن هانا..احس فيها بكاء بزياده واحتاج اصيح بصراحة May 04, 2017 ",sadness
"البكاء صديقي 💙 لو عدا أسبوع مابكيت احس بتعب والله الين ابكي ارتاح :) https://t.co/gGrRnGPxLz Sep 21, 2017 ",sadness
"خلاص فيني بكاء ع المسلسل من قبل لا اتفرجه احس اني بفقد افراد عايلتي💔💔 Apr 18, 2017 ",sadness
"@_vsarx انا ابكي وانا حاطه راسي ع مخده عشان تنزل دموعي مدري وش الحكمه بس ارتاح Feb 16, 2017 ",sadness
"@Prof340 في كل مقطع أبكيه و كأني فقدته اليوم 😔الله يرحم روحه الطيبة و يكرمه بالفردوس يااااارب Jan 15, 2017 ",sadness
"اعتدت كل صباح أن أعيش صمتي وحدي ، صدى صوتي حين أبكي ، حين تئن أطرافي من الألم ، حين كنت استجمع قوتي حتى لا انكسر ، عشقت صمتي حتى أدمنته❤ Apr 14, 2017 ",sadness
"انا حزينه ع زوجتو كيف كانت متحملتو والله ابغا ابكي عليها ع أيامها معو ): كيف دا ابو كرشه متريين يننام حدها ع السرير كيف جمعتهم غرفه وحده! Sep 22, 2017 ",sadness
"@ll0llH اللي يغبن انها صعبه مافيني اعيدها طول الاجازه كل مااتذكر ابكي ماتعرفي قدايش والله تعبت وانا اسويه واخذت الدرجه كامله فيه بس الحمدلله Oct 21, 2016 ",sadness
"@Story4dream @Talhabeeb تكفخك الدنيا نفس ماكفختني حتى بالدوام كنت ابكي 💔 Feb 14, 2017 ",sadness
"أبكيك يا أبي وكأني فقدتك اليوم . Jul 27, 2016 ",sadness
"يتزوج ويحصلو مرض وتسيبو وتروح تتزوج غيرو وقتها يتذكرك :) ويحس فالوجع والالم والكسر الي سببو ليكي 💔 Nov 01, 2017 ",sadness
"@reema_alahmri بغيت ابكي وانا اشوفهم ، طيب شددددخلني Oct 27, 2016 ",sadness
"ودي ابكي الله يلعن ابليس Mar 27, 2017 ",sadness
"مع السلامه .. أتعب القلب فرقاك مع السلامه .. رح وأنا غصب ابكيك https://t.co/uhnIIjTK2E May 10, 2017 ",sadness
"الحقيقه اني كل ماشفت مقطع للملك عبدالله أبكي .. كيف ننساك ي أبو متعب Oct 23, 2017 ",sadness
"@noora_alfhaad الله ياخذ ابليسه تدرين بكيت بكا مابكيته من زمان ،قعدت اقول ربي بيعاقبني اشر عقاب مريض و رجله مكسوره… https://t.co/Yp6UeY3gS3 May 13, 2017 ",sadness
"اقصر قصة حزينة صاحي هالوقت عشان يجيني نوم بالليل وراي دوام بكرا. Jul 20, 2015 ",sadness
"اليوم حزنت على بنت ): ماتسمع موسيقى وماتشرب قهوة و تكرهه الميك اب وماتحط عطور عشان الفتنه !!! حزينه عليها Oct 02, 2017 ",sadness
"في غيابك وقتي حزين قلبي يتيم في غيابك أنا ماني أنا وياثقل أيامي والسنين. Jul 14, 2016 ",sadness
"@71_AMS حزينه عليها خلاص افتقدت متعه الحياة 💔 Oct 02, 2017 ",sadness
"@KNN77770 @charlierose كارثة يارجل. والله انا حزين على حالنا 😥 Dec 15, 2016 ",sadness
"وردة الوادي علامك ذابله منظرك يا وردة الوادي حزين .. قالت اظناني هجير القايله خافوا الله في غصون الياسمين .. https://t.co/Y4c0VXWXNy Jun 26, 2017 ",sadness
"لم يعد هناك شيء يبشر بالخير ، يدعو للصبر ، ينبيء بالثبات في زمن الشتات ! Apr 29, 2017 ",sadness
"@Chaplamm محد يعرف يعزي مافيه شي بيعزي فقد الام الله يرحمها ويصبر بنتها Feb 09, 2017 ",sadness
"تجري بي الأقدار من دون ما أختار و اصبر و لو بانت علي الهزيعة Jun 29, 2017 ",sadness
"مؤسف لقلبي أن ما عندي ""فويس نوت"" يصبرني ع الشوق . Apr 19, 2017 ",sadness
"@JustAitch_ @faisalbinturki1 خلصت الفتره الشتويه 😞 مالنا الا الصبر ع البارد والكربلائي وابو البنات Feb 04, 2017 ",sadness
"@ensaneyat @AdelAliBinAli ي قلبي الله يرحمه ويغفر له وجعل قبره روضة من رياض الجنة عظم الله أجركم ويتقبله مع الشهداء ويلهم اهله الصبر Feb 20, 2017 ",sadness
"الله يصبرك ي مفرن .. من وجهك يبين الحزن https://t.co/Eh9ATr4cKm Nov 06, 2017 ",sadness
"تبلد أصاب حتى جسدي لم يعد يأبه ليتحرك كل يوم بنشاط أو يتلقفه الفراش كعجوز عاجزة فيبقى ليذبل كل يوم أكثر من ذي قبل ..! الصبر لم يعد مفتاحا .! Feb 17, 2017 ",sadness
"@ali_bin_jukhair عادي راح يصير عندكم تحقيق مثله و المتهم الاحوال الجوية بسبب سوء اخلاق المواطن لانها ابتلاء ! مثل جدة الله يصبرها و يصبركم😕 Feb 15, 2017 ",sadness
"@4sfff1 لاحول ولاقوة الا بالله انا لله وانا اليه راجعون عظم الله اجركم ورحم الله ميتكم وادخله فسيح جناته الله يصبركم ويربط على قلوبكم Jan 28, 2017 ",sadness
"#سقوط_طالب_من_الدرج ربي يرحمة ويصبر قلب امه 💔 May 08, 2017 ",sadness
"@Wail__aa يا صبري صبراه 💔 Oct 06, 2017 ",sadness
"#استشهاد_هاشم_الزهراني الله يرحمه ويصبر اهله ويتقبله من الشهداء و حسبي على كل مخرب وعابث وبإذن السيف بانتظارهم هم ومن يدعمهم Apr 29, 2017 ",sadness
"عندما توفي أخي الكبير رحمه الله عن ٥٢ عاما ، قالت أمي و هي تحتضنه بين يديها اللهم إني رضيت ، فارضى عنه و ارضني و صبرني .. Mar 27, 2017 ",sadness
"يارب تكتب لي الاجر على صبري وحلمي عالغثا اللي حولي Jun 17, 2016 ",sadness
"والله مافي مثل قلبي صابر Feb 21, 2017 ",sadness
"والله اني صابره ومتحمله ومدري وين اودي وجهي من الحياه ، كل مالديت يمين جتني صفعه من يسار Jun 01, 2017 ",sadness
"@pixiivloilte @Thatdope3li الله يرحمه والله اننا نبكيه كل يوم ابو متعب فقيده 💔 Oct 09, 2017 ",sadness
"يالله صباح خير.. فاجعة مؤلمة في هذا الصباح. لا حول ولا قوة إلا بالله، الله يرحمه ويغفر له ويكون في عون أهله ومحبيه. https://t.co/QVh4rlIDeu Sep 01, 2016 ",sadness
"كل مرة تقع عيني على اسم او صورة كوثر الاربش اتذكر قصة موت ولدها المؤلمة، كل مرة Jan 24, 2017 ",sadness
"بقدر ما كانت تجربتنا مع داعش مؤلمة ودامية الا انها كشفت للسعودي البسيط ان التأسلم السياسي والأمن والاستقرار هما على طرفي نقيض Jun 29, 2016 ",sadness
"يا فؤادي لا تسل اين الهوى .. قصة حب مؤلمة للشاعر إبراهيم ناجي .. https://t.co/YF4YvCdAgH Sep 23, 2017 ",sadness
"@Official3ziz مؤلمة الله يعوض عليه Apr 25, 2017 ",sadness
"@khalil871894 الحقيقةمو مؤلمة بس!الحقيقة تعورالقلب..كم نشوف من تعذيب واهانةبالمراة وبكرامتها؟ ولا زلنا ننتظر القرار… https://t.co/vbMScwhUZU May 19, 2017 ",sadness
"لاحد يكذب عليك ويقولك فقد الحبيب هي اللحظة القاسية ورب محمد ان هذي هي اللحظة القاسية والمؤلمة ولا غيرها يؤلم 💔 https://t.co/k2looCPVI2 Nov 04, 2017 ",sadness
"💐 في عالم تويتر مهما انتقينا إلا أن هناك تجاوزات مؤلمة ، سببت شرخا ( ما يترقع ) في ثقتنا ببقية المجتمع ! عذرا Jan 01, 2017 ",sadness
"أحد الأمهات تشحن جوالها رصيد كل يوم وما تكلم، سئلوها ليش تشحني وأنت ما تكلمي؟ قالت ولدي ما كلمني من زمان خفت يكون عشان ماعندي رصيد، ""مؤلمة""😢 Oct 05, 2016 ",sadness
"و تضيق الحياة في لحظة حتى تصبح أنفاسنا مؤلمة و قلوبنا على وشك الانفجار و أرواحنا تتعلق بقشة الخوف من الله خشية من انتحار ! Mar 06, 2017 ",sadness
"التنمر الاجتماعي كارثة لاتمت صلة للمكان أو الزمان ، أنما هي جذور متعفنة ومؤلمة ومداها أوسع مما نعتقد.. اتركوا الخلق للخالق Oct 17, 2017 ",sadness
"في هذا الزمن الأغبر البنت عشان تصير مودل فصخت ملابسها و الولد عشان يصير مودل لبس ملابسها #حقيقة_مؤلمة Jan 29, 2017 ",sadness
"@Aliceandraiet تعور القلب هالصورة ..!! Mar 30, 2017 ",sadness
"@iiw1957 والله تعبت Nov 04, 2017 ",sadness
"شعور اللي كاتم التعب ،ولاأحد قادر يخفف همك. Dec 17, 2016 ",sadness
"ابكي 💔😫 https://t.co/rzrijR4UQV Jul 21, 2017 ",sadness
"@Almajlliss ابو متعب 💔 Sep 15, 2017 ",sadness
"الله يرحمك يابو متعب ويجمعنا بك بجناته Dec 27, 2015 ",sadness
"الله يرحمك يابو متعب جرح في قلوبنا يوم وفاتك .. وشلون عاد وفيه كلاب كانو بيغتالونك #سلفي_يلعب_ع_المكشوف Jun 20, 2017 ",sadness
"@56alajmii تجرحني 💔 Apr 26, 2017 ",sadness
"حقيقه تجرح 💔 https://t.co/jz9WKdsbHU Aug 26, 2016 ",sadness
"@CIIIUB خلاص جرحتيني جرح قتلني Oct 27, 2017 ",sadness
"@azooz_ltfc لكن اخاف بكرا تجي وما تسعك داري💔 Oct 12, 2017",sadness
"لازلت اتجرع الم وحسره ، منك لله ياجبان 😞 https://t.co/X6OiI9veH2 Jun 01, 2016 ",sadness
"صديق سعودي يجي يسولف لي عن سفراته مثلا او رحلاته او اي شيء انا محرومة منه بسبب المجتمع.. أرجح انه فعلا ما يشعر اني أتألم وأتحسر بصمت.. May 15, 2017 ",sadness
"أتألم عندما يشتكي لي أحدهم من تعثر معاملة علاجه بالخارج لأنه لا يملك الواسطة.. ناس تلحقهم أوامرهم للمطارات وناس تشيعهم للمقابر ! Sep 05, 2014 ",sadness
"أتألمُ و انا اتخَيل قلباً سِواي يتألم مِنْ أجلك Oct 28, 2017 ",sadness
"شوفت مقابلة ع قناة الجزيره واتالمت مرااا عليه وبصدفة قريت بعض من كتابو عند شخص جاتني حالة حزززن وضيقة ما كملتو:) https://t.co/YkVw9UlDzs Oct 31, 2017 ",sadness
"اتعس اللحظات لما يكون عقلك مهموم وشاغل باله شيء بس ماتعرف وش هالشيء Apr 21, 2017 ",sadness
"@Talhabeeb الكلام سهل يادكتورنا💔 Jan 14, 2015 ",sadness
"@MOU_st6 اي والله ماعوض غيابه الحين تمنيت بيل موجود !💔 Apr 18, 2017 ",sadness
"الليل صاير طويل وخطوته طالت ؟ مدري بوادر شتاء ، ولا من كثر أحزاني ! Oct 29, 2016 ",sadness
"في الكوارث والحروب والمجاعات يبرز هؤلاء الابطال الذين يحاولون ان ينقذونا…و يد الارهاب تقتلهم😭😭😭😭 #شهداء_الامارات_للعمل_الانساني Jan 11, 2017 ",sadness
"ابد والله تحت البطانية واسمع كلب ينبح 😭😭ياحرام اكيد انه بردان… #وش_تسوي_بهذه_اللحظه Jan 11, 2017 ",sadness
"الله يرحمهم وينتقم من كارهين الحياة😭😭 #دعاء_لاخوتنا_موتي_تفجير_تركيا Jan 03, 2017 ",sadness
"الاثنين مالهم ذنب…يمكن يتحاربون الدول وما يروح فيها إلا الضعوف😭😭 #قاتل_السفير_الروسي Dec 20, 2016 ",sadness
"مافيه شي اشين من الظن لاخاب خصً ليا من خاب في شخص غالي جرحً عميق ولا تفيد ابه الاطباب يبقى مع الايام ماله زوالي Mar 17, 2017 ",sadness
"سجل ياتاريخ .. بعد عشره عمر اول مره اسحب على مباراه النصر ( متعمد ) جرحني حبي الاول 💔💔💔 Mar 14, 2017 ",sadness
"كل يوم تجرح في الحبيب حتى كبر جرحه وصاح .. 💔 Dec 30, 2016 ",sadness
"@5alid__3bdallah انا ياحبيبي جرح الماضي بعدوه عم يوجعني 😩💔 Sep 13, 2016 ",sadness
"مناهل اصابت جرح عميق في قلوب من يدعون اكرام المرأة السعودية توثيق المعاناة في عمق الصميم يصل بسهولة للمسؤولين والعالم ان هناك من تعاني كثيرآ Mar 29, 2017 ",sadness
"نكأت جرحا عميقاً من مكامنه https://t.co/DneUZo4FPK May 05, 2017 ",sadness
"@wekhnd ترى انا جد انجرح نفس ردة فعله ب اخر المقطع لما تتنمرون علي Mar 20, 2017 ",sadness
والله انا مرا توكسيك بشكل يخوف والغريب اني عارفه ومستمتعه بالي يصير,fear
صراحه انفجعت كيف عرفنا الجني ذا ونا ماشفته ولاشي,fear
"@muhaalz بعضهم يستهون يحسبون اذا طلبناالقيادة النسائيةعشان الوناسةمايدرون اننا نحط ايدنا ع قلبنا اذا انحدينا ع سواقين #قيادة_المرأة_للسيارة Mar 06, 2017 ",fear
"#صباحات_الهلال https://t.co/R6QJ4t4cqw Feb 16, 2017 ",fear
يارب قلبي يقرصن اذا في حد من مدينه معينه وصار عندهم حدث يفجع الله يحفظ لنا احبابنا يا كريم,fear
"كل الخوف من هذا الوحش المجرم غيريرو #الارجنتين https://t.co/E9Q2R3sGUU Oct 05, 2017 ",fear
"قاعده اقرا التغريدات والمنشنات بهاشتاق #مرتد_حفرالباطن كمية الإجرام وحب إزهاق الارواح والتفنن بطريقة قتله شيء مخيف معقوله هذولي عايشين معنا! Apr 25, 2017 ",fear
"ياخوفي يصير مثل تنظيم الهيئة .. الغاء بشكل غير مباشر @Dr_NoraAlsaad Sep 02, 2016 ",fear
"@SA19922 @naifco @saudAlfunaysan فجعتنا 😕 Jul 08, 2017 ",fear
"@Sofia2030a @NSDAP1889 انفجعت انا 😕 Aug 09, 2017",fear
"#بركان_المدينه واخر شي طلعت زبايل الحمدلله يقلع ابليسكم انفجعت ياحبكم للاشاعات 😒 Oct 11, 2016",fear
اللي منتظرنا بعد العيد يخوف ومحد مستعد له,fear
"@baderalzarea @L1Noo11 امور بديهية هذي مستحيل اتعامل مع غرباء حتى لو كانت امرأة طلبت مني خدمةمثل جوال والله انابهالامور حريصةلدرجة الوسوسة 😹 May 19, 2017 ",fear
صوت المطر الي يخوف 😭,fear
"@baderalzarea @L1Noo11بالنسبة لي آنا لا لن اوقف لعبرية نهائي واحد من جيرانا وقف لشخص غريب بعد ماركب السيارة سطى على فلوسه وجواله وانحاش May 19, 2017 ",fear
"@muhaalz الفلم الرعب الوحيد الي مت خوف بعد ماشفته 😰 Jan 30, 2017 ",fear
"@abora73 @Future_review هذا الزبدة ان احداث سبتمبر السعودية تتحمل نتيجتها والله يكفينا شر الجاي 😑 Jan 30, 2017 ",fear
"@R_i1i @3bo9x1 رقم 3 لان تذكرت الرعب الي كنا نشوفه ببيتنا المسكون قبل طيف اسود واذا وقفت ادقق بالوجه اشوف العيون تصير نفس هالشخصية تولع 😖 Feb 02, 2017 ",fear
ياخي التعلق يخوف مرا يرعبني ما امزح اتمنى اني ما اتعلق باحد و راضيه تكون حياتي ساده على اني اتعلق باحد من البشر,fear
اذا طفيت المكيف يصير هدوء مرا يخوف لدرجه اني قاعده اسمع صوت كلب بالشارع  😂,fear
مرا يخوف انو السنة الجاية حيكون علينا الدور,fear
"#اعظم_فيلم_شفتوه The Conjuring 😰 https://t.co/TGazEAfnGW Jan 30, 2017",fear
لحالي في البيت مرا يخوف 💔💔💔,fear
شعور انوه كل اهلي مايبون اخوي يسافر واهو صامل مرا يخوف صدق استودعته الله 😢,fear
صوت القطاوى كأنه صوت بزران :| مرا يروع :),fear
شكله جد وقت افكر بموضوع اني اصير انفلونسر والله الموضوع وراه ربح مو هين بس انا مشكلتي اني مابي اصير مشهوره عند العرب والله شي يروع مرا,fear
اخاف أبادر ويطلع الرد نفس كل مرا أبادر فيها,fear
قسم بالله اول مرا اخاف كذا من اختبار الله يعين ويعاون قاعدة اذاكر ودموعي تذاكر قبلي,fear
"اختي المها إن شاء الله أني أخاف ربي ولو صبر القاتل على المقتول لمات لوحده (: https://t.co/QqPOvNpHkl Apr 17, 2017 ",fear
